,name,Suburb,State,post,cost_text,Latitude,longitude,Beds,Baths,Parking,School,Cloest_shops,pyte,SA2_code,SA2_name,LGA_code,LGA_name,Crime_rate,Pop_density,School_with_rank,Total_employee_income_median,Total_employee_income_mean,Total_income_median,Total_income_mean,Nearest_Bus_Stop,Nearest_Tram_Stop,Nearest_Regional_Train_Station,is_nearby_hospital,is_cbd,median_2019_2020,mean_2019_2020,Nearest_Metro_Train_Station,Unnamed: 32,Unnamed: 33,driving distance/time,walking distance/time,school_rank_value,bus_value,tram_value,train_value,country_train,walk_time,drive_time
309,20 Grattan Cove,Craigieburn,VIC,3064,450.0,-37.5882727,144.9164317,3,3,2,"{'Willmott Park Primary School': 0.6, 'Mount Ridley P-12 College': 1.1, 'Elevation Secondary College': 2.7}","['Craigieburn Central', -37.592986, 144.912268, 163]",town_house,210051543,Craigieburn - West,23270,Hume,7072.169925,3327.708496,"[['Willmott Park Primary School', 0.6, None], ['Mount Ridley P-12 College', 1.1, 509], ['Elevation Secondary College', 2.7, None]]",,,,,"['Craigieburn Railway Station (Craigieburn)', -37.601817, 144.94332, 2.8071819713584767]",,"['Craigieburn Railway Station (Craigieburn)', -37.601925, 144.943306, 2.812603202192392]",True,False,"51,996","51,996","['Craigieburn Railway Station (Craigieburn)', -37.601817, 144.94332, 2.8071819713584767]",,,880.8/181.7,853.6/614.6,0.7830769230769231,0.9357273237861587,1.0,0.2807181971358476,0.0937534400730797,614.6,181.7
310,10 Richmond Terrace Roxburgh,Park,VIC,3064,440.0,-37.637215,144.927045,3,1,2,"{'Roxburgh Park Primary School': 0.5, 'Roxburgh College': 0.8, 'Good Samaritan Catholic Primary School': 1.7}","['Roxburgh Park Shopping Centre', -37.639405, 144.932287, 65]",town_house,210051544,Roxburgh Park (South) - Somerton,23270,Hume,7072.169925,1069.263916,"[['Roxburgh Park Primary School', 0.5, None], ['Roxburgh College', 0.8, 497], ['Good Samaritan Catholic Primary School', 1.7, None]]",,,,,"['Roxburgh Park Railway Station (Roxburgh Park)', -37.638231, 144.935404, 0.7446621946917216]",,"['Craigieburn Railway Station (Craigieburn)', -37.601925, 144.943306, 4.177259555467499]",True,False,"51,996","51,996","['Roxburgh Park Railway Station (Roxburgh Park)', -37.638231, 144.935404, 0.7446621946917216]",,,721.2/165.0,652.2/469.6,0.7646153846153846,0.2482207315639072,1.0,0.0744662194691721,0.1392419851822499,469.6,165.0
311,4/2 Marathon Boulevard,Craigieburn,VIC,3064,415.0,-37.5872741,144.9158267,3,1,1,"{'Willmott Park Primary School': 0.7, 'Mount Ridley P-12 College': 1.0, 'Elevation Secondary College': 2.7}","['Craigieburn Central', -37.592986, 144.912268, 163]",town_house,210051543,Craigieburn - West,23270,Hume,7072.169925,3327.708496,"[['Willmott Park Primary School', 0.7, None], ['Mount Ridley P-12 College', 1.0, 509], ['Elevation Secondary College', 2.7, None]]",,,,,"['Craigieburn Railway Station (Craigieburn)', -37.601817, 144.94332, 2.912478598118622]",,"['Craigieburn Railway Station (Craigieburn)', -37.601925, 144.943306, 2.9181385751583306]",True,False,"51,996","51,996","['Craigieburn Railway Station (Craigieburn)', -37.601817, 144.94332, 2.912478598118622]",,,967.1/146.3,848.5/610.9,0.7830769230769231,0.970826199372874,1.0,0.2912478598118622,0.097271285838611,610.9,146.3
312,8/45 Lygon Drive,Craigieburn,VIC,3064,360.0,-37.5923187,144.9174229,1,1,1,"{'Willmott Park Primary School': 0.4, 'Mount Ridley P-12 College': 1.4, 'Craigieburn Secondary College': 2.4}","['Craigieburn Central', -37.592986, 144.912268, 163]",town_house,210051543,Craigieburn - West,23270,Hume,7072.169925,3327.708496,"[['Willmott Park Primary School', 0.4, None], ['Mount Ridley P-12 College', 1.4, 509], ['Craigieburn Secondary College', 2.4, 525]]",,,,,"['Craigieburn Railway Station (Craigieburn)', -37.601817, 144.94332, 2.5141843544046787]",,"['Craigieburn Railway Station (Craigieburn)', -37.601925, 144.943306, 2.5181341968202875]",True,False,"51,996","51,996","['Craigieburn Railway Station (Craigieburn)', -37.601817, 144.94332, 2.5141843544046787]",,,776.5/189.5,592.7/426.7,0.7830769230769231,0.8380614514682262,1.0,0.2514184354404679,0.0839378065606762,426.7,189.5
313,2/231 Brunswick Street,Fitzroy,VIC,3065,790.0,-37.8004987,144.9778143,3,2,0,"{'Fitzroy Primary School': 0.3, 'Collingwood College': 1.2, 'Lynall Hall Community School-The Island Campus': 6.6}","['The Paramount Retail Centre', -37.811333, 144.969441, 55]",town_house,206071142,Fitzroy,27350,Yarra,12352.63466,7818.419434,"[['Fitzroy Primary School', 0.3, None], ['Collingwood College', 1.2, 377], ['Lynall Hall Community School-The Island Campus', 6.6, 570]]",56544.0,74360.0,60939.0,86036.0,"['Parliament Railway Station (Melbourne City)', -37.811054, 144.972911, 1.2502519930588414]","['15-Bell St/Brunswick St (Fitzroy)', -37.800445, 144.978039, 0.020625540812394573]","['Flinders Street Railway Station (Melbourne City)', -37.818305, 144.966964, 2.197469233023065]",True,False,64283,90373,"['Parliament Railway Station (Melbourne City)', -37.811054, 144.972911, 1.2502519930588414]",,,1824.1/263.9,1709.0/1230.5,0.58,0.4167506643529471,0.0041251081624789,0.1250251993058841,0.0732489744341021,1230.5,263.9
314,182 Gore Street,Fitzroy,VIC,3065,700.0,-37.8034983,144.9824099,2,2,1,"{'Fitzroy Primary School': 0.4, 'Collingwood College': 0.7, 'Lynall Hall Community School-The Island Campus': 7.0}","['The Paramount Retail Centre', -37.811333, 144.969441, 55]",town_house,206071142,Fitzroy,27350,Yarra,12352.63466,7818.419434,"[['Fitzroy Primary School', 0.4, None], ['Collingwood College', 0.7, 377], ['Lynall Hall Community School-The Island Campus', 7.0, 570]]",56544.0,74360.0,60939.0,86036.0,"['Collingwood Railway Station (Abbotsford)', -37.804526, 144.99375, 1.0028332151979953]","['17-Charles St/Smith St (Fitzroy)', -37.80361, 144.983382, 0.08630421320934219]","['Flinders Street Railway Station (Melbourne City)', -37.818305, 144.966964, 2.1335174413002904]",True,False,64283,90373,"['Collingwood Railway Station (Abbotsford)', -37.804526, 144.99375, 1.0028332151979953]",,,1955.2/279.5,1850.6/1332.4,0.58,0.3342777383993318,0.0172608426418684,0.1002833215197995,0.071117248043343,1332.4,279.5
315,UNIT 13/18-22 ISLINGTON STREET,Collingwood,VIC,3066,960.0,-37.8083229,144.9908124,3,2,2,"{'Collingwood English Language School': 0.5, 'Collingwood College': 0.6, 'Lynall Hall Community School-The Island Campus': 7.6}","['Collins Place', -37.814312, 144.97268, 25]",town_house,206071141,Collingwood,27350,Yarra,12352.63466,7601.231445,"[['Collingwood English Language School', 0.5, None], ['Collingwood College', 0.6, 377], ['Lynall Hall Community School-The Island Campus', 7.6, 570]]",61347.0,71841.0,63876.0,77705.0,"['North Richmond Railway Station (Richmond)', -37.810398, 144.9925, 0.27426448617772464]","['18-Hoddle St/Victoria Pde (Collingwood)', -37.809727, 144.990644, 0.15682813590686567]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 1.75236827772579]",True,False,67156,79724,"['North Richmond Railway Station (Richmond)', -37.810398, 144.9925, 0.27426448617772464]",,,2463.4/315.2,2113.2/1521.5,0.58,0.0914214953925748,0.0313656271813731,0.0274264486177724,0.058412275924193,1521.5,315.2
316,174 Langridge Street,Collingwood,VIC,3066,775.0,-37.806897,144.990764,3,1,0,"{'Collingwood College': 0.4, 'Collingwood English Language School': 0.5, 'Lynall Hall Community School-The Island Campus': 7.4}","['Collins Place', -37.814312, 144.97268, 25]",town_house,206071141,Collingwood,27350,Yarra,12352.63466,7601.231445,"[['Collingwood College', 0.4, 377], ['Collingwood English Language School', 0.5, None], ['Lynall Hall Community School-The Island Campus', 7.4, 570]]",61347.0,71841.0,63876.0,77705.0,"['Collingwood Railway Station (Abbotsford)', -37.804526, 144.99375, 0.3719227118974475]","['18-Hoddle St/Victoria Pde (Collingwood)', -37.809727, 144.990644, 0.31485817953719264]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 1.9107223144731533]",True,False,67156,79724,"['Collingwood Railway Station (Abbotsford)', -37.804526, 144.99375, 0.3719227118974475]",,,2791.9/377.2,2269.8/1634.2,0.58,0.1239742372991491,0.0629716359074385,0.0371922711897447,0.0636907438157717,1634.2,377.2
317,1/77 Nicholson Street,Abbotsford,VIC,3067,990.0,-37.8066461,144.9963139,3,2,1,"{'Abbotsford Primary School': 0.3, 'Collingwood College': 0.7, 'Lynall Hall Community School': 1.2}","['Victoria Gardens Shopping Centre', -37.812724, 145.010977, 71]",town_house,206071139,Abbotsford,27350,Yarra,12352.63466,5440.965332,"[['Abbotsford Primary School', 0.3, 255], ['Collingwood College', 0.7, 377], ['Lynall Hall Community School', 1.2, 570]]",61918.0,73023.0,64090.0,78181.0,"['Collingwood Railway Station (Abbotsford)', -37.804526, 144.99375, 0.3260569475756517]","['20-Lennox St/Victoria St (Abbotsford)', -37.809994, 144.99576, 0.375436353317172]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 2.011784496502265]",True,False,67457,81592,"['Collingwood Railway Station (Abbotsford)', -37.804526, 144.99375, 0.3260569475756517]",,,2300.3/260.9,2193.8/1579.5,0.3923076923076923,0.1086856491918838,0.0750872706634344,0.0326056947575651,0.0670594832167421,1579.5,260.9
318,4/16 Princes St,Abbotsford,VIC,3067,850.0,-37.809329,145.000437,3,2,1,"{'Abbotsford Primary School': 0.1, 'Richmond High School-Gleadell Street Campus': 0.9, 'Richmond High School': 0.9}","['Victoria Gardens Shopping Centre', -37.812724, 145.010977, 71]",town_house,206071139,Abbotsford,27350,Yarra,12352.63466,5440.965332,"[['Abbotsford Primary School', 0.1, 255], ['Richmond High School-Gleadell Street Campus', 0.9, 222], ['Richmond High School', 0.9, 222]]",61918.0,73023.0,64090.0,78181.0,"['North Richmond Railway Station (Richmond)', -37.810398, 144.9925, 0.707320980946816]","['21-Church St/Victoria St (Abbotsford)', -37.81049, 145.000517, 0.1292884664649997]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 1.87149741153574]",True,False,67457,81592,"['North Richmond Railway Station (Richmond)', -37.810398, 144.9925, 0.707320980946816]",,,1682.3/194.4,1582.2/1139.2,0.3415384615384615,0.2357736603156053,0.0258576932929999,0.0707320980946815,0.0623832470511913,1139.2,194.4
319,203/56 Nicholson Street,Abbotsford,VIC,3067,695.0,-37.8077947,144.99655,2,2,2,"{'Abbotsford Primary School': 0.2, 'Collingwood College': 0.8, 'Lynall Hall Community School': 1.1}","['Victoria Gardens Shopping Centre', -37.812724, 145.010977, 71]",town_house,206071139,Abbotsford,27350,Yarra,12352.63466,5440.965332,"[['Abbotsford Primary School', 0.2, 255], ['Collingwood College', 0.8, 377], ['Lynall Hall Community School', 1.1, 570]]",61918.0,73023.0,64090.0,78181.0,"['Collingwood Railway Station (Abbotsford)', -37.804526, 144.99375, 0.4388812841841587]","['20-Lennox St/Victoria St (Abbotsford)', -37.809994, 144.99576, 0.2542082451687774]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 1.895102251906566]",True,False,67457,81592,"['Collingwood Railway Station (Abbotsford)', -37.804526, 144.99375, 0.4388812841841587]",,,2175.9/247.0,2197.8/1582.4,0.3923076923076923,0.1462937613947195,0.0508416490337554,0.0438881284184158,0.0631700750635522,1582.4,247.0
320,11/256 Glenlyon Road Fitzroy,North,VIC,3068,950.0,-37.7737617,144.9801279,2,2,2,"{'Merri Creek Primary School': 0.7, 'Northcote High School': 0.8, 'Croxton Special School': 1.3}","['Barkly Square', -37.775695, 144.962004, 42]",town_house,206071143,Fitzroy North,25250,Moreland,,5166.260742,"[['Merri Creek Primary School', 0.7, 225], ['Northcote High School', 0.8, 137], ['Croxton Special School', 1.3, None]]",62612.0,82175.0,65192.0,93200.0,"['Merri Railway Station (Northcote)', -37.777847, 144.992972, 1.2168398539951828]","['21-Glenlyon Rd/Nicholson St (Fitzroy North)', -37.773188, 144.979282, 0.09796522563494017]","['North Melbourne Railway Station (West Melbourne)', -37.80631, 144.94151, 4.961281509283287]",True,False,67265,96319,"['Merri Railway Station (Northcote)', -37.777847, 144.992972, 1.2168398539951828]",,,2083.6/236.9,2076.8/1495.3,0.2107692307692307,0.4056132846650609,0.019593045126988,0.1216839853995182,0.1653760503094429,1495.3,236.9
321,8/97-99 Queens Parade Clifton,Hill,VIC,3068,800.0,-37.7897049,144.9893229,2,2,1,"{'Clifton Hill Primary School': 0.3, 'Fitzroy High School': 0.6, 'Croxton Special School': 2.9}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206071145,Clifton Hill - Alphington,27350,Yarra,12352.63466,1968.74585,"[['Clifton Hill Primary School', 0.3, 127], ['Fitzroy High School', 0.6, 196], ['Croxton Special School', 2.9, None]]",69557.0,87540.0,70982.0,99558.0,"['Clifton Hill Railway Station (Clifton Hill)', -37.788657, 144.995417, 0.5480437220781348]","['23-Wellington St/Queens Pde (Clifton Hill)', -37.789481, 144.988751, 0.05608381606906533]","['Flinders Street Railway Station (Melbourne City)', -37.818305, 144.966964, 3.737960370827245]",True,False,71765,99867,"['Clifton Hill Railway Station (Clifton Hill)', -37.788657, 144.995417, 0.5480437220781348]",,,2933.4/471.4,2982.0/2147.0,0.1953846153846153,0.1826812406927116,0.011216763213813,0.0548043722078134,0.1245986790275748,2147.0,471.4
322,33A John St Clifton,Hill,VIC,3068,800.0,-37.7879532,144.9959966,3,1,1,"{'Spensley Street Primary School': 0.7, 'Fitzroy High School': 0.8, 'Croxton Special School': 2.8}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206071145,Clifton Hill - Alphington,27350,Yarra,12352.63466,1968.74585,"[['Spensley Street Primary School', 0.7, 286], ['Fitzroy High School', 0.8, 196], ['Croxton Special School', 2.8, None]]",69557.0,87540.0,70982.0,99558.0,"['Clifton Hill Railway Station (Clifton Hill)', -37.788657, 144.995417, 0.0933733464184147]","['25-Clifton Hill Interchange/Queens Pde (Clifton Hill)', -37.786317, 144.993992, 0.25324397985970076]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 4.04900482788996]",True,False,71765,99867,"['Clifton Hill Railway Station (Clifton Hill)', -37.788657, 144.995417, 0.0933733464184147]",,,3064.5/503.7,2607.8/1877.6,0.3015384615384615,0.0311244488061382,0.0506487959719401,0.0093373346418414,0.134966827596332,1877.6,503.7
323,46 Clifton Avenue Clifton,Hill,VIC,3068,725.0,-37.7908965,144.9974625,2,1,1,"{'Spensley Street Primary School': 0.7, 'Fitzroy High School': 1.1, 'Croxton Special School': 3.1}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206071145,Clifton Hill - Alphington,27350,Yarra,12352.63466,1968.74585,"[['Spensley Street Primary School', 0.7, 286], ['Fitzroy High School', 1.1, 196], ['Croxton Special School', 3.1, None]]",69557.0,87540.0,70982.0,99558.0,"['Clifton Hill Railway Station (Clifton Hill)', -37.788657, 144.995417, 0.3071152025422307]","['25-Clifton Hill Interchange/Queens Pde (Clifton Hill)', -37.786317, 144.993992, 0.5935557849975163]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 3.7444756301603186]",True,False,71765,99867,"['Clifton Hill Railway Station (Clifton Hill)', -37.788657, 144.995417, 0.3071152025422307]",,,3029.2/497.3,3073.7/2213.0,0.3015384615384615,0.1023717341807435,0.1187111569995032,0.030711520254223,0.1248158543386772,2213.0,497.3
324,46 Clifton Avenue Clifton,Hill,VIC,3068,725.0,-37.7908965,144.9974625,2,1,1,"{'Spensley Street Primary School': 0.7, 'Fitzroy High School': 1.1, 'Croxton Special School': 3.1}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206071145,Clifton Hill - Alphington,27350,Yarra,12352.63466,1968.74585,"[['Spensley Street Primary School', 0.7, 286], ['Fitzroy High School', 1.1, 196], ['Croxton Special School', 3.1, None]]",69557.0,87540.0,70982.0,99558.0,"['Clifton Hill Railway Station (Clifton Hill)', -37.788657, 144.995417, 0.3071152025422307]","['25-Clifton Hill Interchange/Queens Pde (Clifton Hill)', -37.786317, 144.993992, 0.5935557849975163]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 3.7444756301603186]",True,False,71765,99867,"['Clifton Hill Railway Station (Clifton Hill)', -37.788657, 144.995417, 0.3071152025422307]",,,3029.2/497.3,3073.7/2213.0,0.3015384615384615,0.1023717341807435,0.1187111569995032,0.030711520254223,0.1248158543386772,2213.0,497.3
325,22 Laura Place Fitzroy,North,VIC,3068,610.0,-37.7913624,144.9768836,2,1,1,"{'Carlton North Primary School': 0.3, 'Fitzroy High School': 1.2, 'Croxton Special School': 3.2}","['Barkly Square', -37.775695, 144.962004, 42]",town_house,206071143,Fitzroy North,27350,Yarra,12352.63466,5166.260742,"[['Carlton North Primary School', 0.3, 416], ['Fitzroy High School', 1.2, 196], ['Croxton Special School', 3.2, None]]",62612.0,82175.0,65192.0,93200.0,"['Rushall Railway Station (Fitzroy North)', -37.783217, 144.992407, 1.6374427219513716]","['15-Alexandra Pde/Nicholson St (Carlton)', -37.791722, 144.975938, 0.09221163207639547]","['Flinders Street Railway Station (Melbourne City)', -37.818305, 144.966964, 3.1200635311271814]",True,False,67265,96319,"['Rushall Railway Station (Fitzroy North)', -37.783217, 144.992407, 1.6374427219513716]",,,3413.4/374.9,3050.4/2196.3,0.3015384615384615,0.5458142406504572,0.018442326415279,0.1637442721951371,0.1040021177042393,2196.3,374.9
326,29B Glanfield Street,Northcote,VIC,3070,960.0,-37.7708957,145.0075089,3,2,1,"{'Westgarth Primary School': 0.6, 'Northcote High School': 1.6, 'Croxton Special School': 1.9}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206021499,Northcote - East,21890,Darebin,8242.807251,4302.385254,"[['Westgarth Primary School', 0.6, 135], ['Northcote High School', 1.6, 137], ['Croxton Special School', 1.9, None]]",,,,,"['Dennis Railway Station (Northcote)', -37.779187, 145.008242, 0.9241992775614415]","['33-Separation St/High St (Northcote)', -37.769193, 144.999178, 0.7563404970450898]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 6.106389389027224]",True,False,66562,86353,"['Dennis Railway Station (Northcote)', -37.779187, 145.008242, 0.9241992775614415]",,,815.9/122.5,796.0/573.1,0.2076923076923077,0.3080664258538138,0.1512680994090179,0.0924199277561441,0.2035463129675741,573.1,122.5
327,6/2a Sumner Avenue,Northcote,VIC,3070,900.0,-37.7719598,144.9900805,3,3,2,"{'Northcote High School': 0.2, 'Northcote Primary School': 0.6, 'Croxton Special School': 0.9}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206021500,Northcote - West,21890,Darebin,8242.807251,3978.188232,"[['Northcote High School', 0.2, 137], ['Northcote Primary School', 0.6, 268], ['Croxton Special School', 0.9, None]]",,,,,"['Northcote Railway Station (Northcote)', -37.769865, 144.995277, 0.5127163270696876]","['28-Sumner Ave/St Georges Rd (Northcote)', -37.771571, 144.990633, 0.06501778717432945]","['Flinders Street Railway Station (Melbourne City)', -37.818305, 144.966964, 5.539197669941743]",True,False,66562,86353,"['Northcote Railway Station (Northcote)', -37.769865, 144.995277, 0.5127163270696876]",,,1461.5/195.4,1395.0/1004.3,0.2107692307692307,0.1709054423565625,0.0130035574348658,0.0512716327069687,0.1846399223313914,1004.3,195.4
328,7C Mccutcheon Street,Northcote,VIC,3070,780.0,-37.7676478,145.0003585,3,2,1,"{'Northcote Primary School': 0.5, 'Northcote High School': 1.2, 'Croxton Special School': 1.2}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206021499,Northcote - East,21890,Darebin,8242.807251,4302.385254,"[['Northcote Primary School', 0.5, 268], ['Northcote High School', 1.2, 137], ['Croxton Special School', 1.2, None]]",,,,,"['Croxton Railway Station (Northcote)', -37.764101, 144.997056, 0.48970608232883917]","['34-McCutcheon St/High St (Northcote)', -37.767473, 144.999281, 0.0966858918368823]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 6.337925607047949]",True,False,66562,86353,"['Croxton Railway Station (Northcote)', -37.764101, 144.997056, 0.48970608232883917]",,,606.9/92.1,166.1/119.6,0.2107692307692307,0.1632353607762797,0.0193371783673764,0.0489706082328839,0.2112641869015983,119.6,92.1
329,23/55 Gadd Street,Northcote,VIC,3070,750.0,-37.7626715,144.9900886,3,3,1,"{'Croxton Special School': 0.3, 'Brunswick East Primary School': 1.0, 'Northcote High School': 1.3}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206021500,Northcote - West,21890,Darebin,8242.807251,3978.188232,"[['Croxton Special School', 0.3, None], ['Brunswick East Primary School', 1.0, None], ['Northcote High School', 1.3, 137]]",,,,,"['Croxton Railway Station (Northcote)', -37.764101, 144.997056, 0.6327580196666616]","['31-Gadd St/St Georges Rd (Northcote)', -37.762628, 144.992567, 0.21791901948726722]","['North Melbourne Railway Station (West Melbourne)', -37.80631, 144.94151, 6.463014650949905]",True,False,66562,86353,"['Croxton Railway Station (Northcote)', -37.764101, 144.997056, 0.6327580196666616]",,,1868.4/235.7,1555.8/1120.1,0.2107692307692307,0.2109193398888872,0.0435838038974534,0.0632758019666661,0.2154338216983301,1120.1,235.7
330,10/53 Gadd Street,Northcote,VIC,3070,710.0,-37.7628231,144.9914546,3,3,1,"{'Croxton Special School': 0.4, 'Thornbury Primary School': 0.9, 'Northcote High School': 1.3}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206021500,Northcote - West,21890,Darebin,8242.807251,3978.188232,"[['Croxton Special School', 0.4, None], ['Thornbury Primary School', 0.9, None], ['Northcote High School', 1.3, 137]]",,,,,"['Croxton Railway Station (Northcote)', -37.764101, 144.997056, 0.5124826097335425]","['31-Gadd St/St Georges Rd (Northcote)', -37.762628, 144.992567, 0.10016367930066612]","['North Melbourne Railway Station (West Melbourne)', -37.80631, 144.94151, 6.530434016509461]",True,False,66562,86353,"['Croxton Railway Station (Northcote)', -37.764101, 144.997056, 0.5124826097335425]",,,1752.7/218.9,1422.3/1024.1,0.2107692307692307,0.1708275365778475,0.0200327358601332,0.0512482609733542,0.2176811338836487,1024.1,218.9
331,5/245 Heildelberg Road,Northcote,VIC,3070,700.0,-37.7835224,145.0105076,2,1,1,"{'Spensley Street Primary School': 0.7, 'Fitzroy High School': 2.0, 'Croxton Special School': 3.0}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206021499,Northcote - East,21890,Darebin,8242.807251,4302.385254,"[['Spensley Street Primary School', 0.7, 286], ['Fitzroy High School', 2.0, 196], ['Croxton Special School', 3.0, None]]",,,,,"['Dennis Railway Station (Northcote)', -37.779187, 145.008242, 0.5215745947976443]","['27-Westgarth St/High St (Northcote)', -37.780876, 144.996728, 1.2462245310670226]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 4.85044243659351]",True,False,66562,86353,"['Dennis Railway Station (Northcote)', -37.779187, 145.008242, 0.5215745947976443]",,,3270.0/416.6,2656.8/1912.8,0.3015384615384615,0.1738581982658814,0.2492449062134045,0.0521574594797644,0.161681414553117,1912.8,416.6
332,3/402 High Street,Northcote,VIC,3070,530.0,-37.7680851,144.9994011,2,1,1,"{'Northcote Primary School': 0.5, 'Northcote High School': 1.1, 'Croxton Special School': 1.2}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206021499,Northcote - East,21890,Darebin,8242.807251,4302.385254,"[['Northcote Primary School', 0.5, 268], ['Northcote High School', 1.1, 137], ['Croxton Special School', 1.2, None]]",,,,,"['Northcote Railway Station (Northcote)', -37.769865, 144.995277, 0.4130101610245782]","['34-Bent St/High St (Northcote)', -37.767614, 144.999096, 0.058849706120957725]","['Flinders Street Railway Station (Melbourne City)', -37.818305, 144.966964, 6.269533880097074]",True,False,66562,86353,"['Northcote Railway Station (Northcote)', -37.769865, 144.995277, 0.4130101610245782]",,,480.3/72.6,249.5/179.6,0.2107692307692307,0.1376700536748594,0.0117699412241915,0.0413010161024578,0.2089844626699024,179.6,72.6
333,1/65 Newman Street,Thornbury,VIC,3071,850.0,-37.7563566,144.9831935,3,3,2,"{'Croxton Special School': 0.9, 'Brunswick East Primary School': 1.0, 'Coburg High School': 2.0}","['Preston South Shopping Centre', -37.751407373871, 145.00238980791, 9]",town_house,206021112,Thornbury,21890,Darebin,8242.807251,3832.145996,"[['Croxton Special School', 0.9, None], ['Brunswick East Primary School', 1.0, None], ['Coburg High School', 2.0, None]]",59176.0,69134.0,59278.0,71753.0,"['Thornbury Railway Station (Thornbury)', -37.755052, 144.998572, 1.3597440757274577]","['130-The Avenue/Nicholson St (Coburg)', -37.753372, 144.976189, 0.6995346460046229]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 5.889921401482551]",True,False,61162,74300,"['Thornbury Railway Station (Thornbury)', -37.755052, 144.998572, 1.3597440757274577]",,,2613.4/227.2,2221.9/1599.7,1.0,0.4532480252424859,0.1399069292009245,0.1359744075727457,0.1963307133827517,1599.7,227.2
334,137 Mansfield Street,Thornbury,VIC,3071,700.0,-37.7571907,145.0104575,2,2,1,"{'Thornbury High School': 1.3, 'Croxton Special School': 2.2, 'Penders Grove Primary School': 0.4}","['Preston South Shopping Centre', -37.751407373871, 145.00238980791, 9]",town_house,206021112,Thornbury,21890,Darebin,8242.807251,3832.145996,"[['Thornbury High School', 1.3, 133], ['Croxton Special School', 2.2, None], ['Penders Grove Primary School', 0.4, None]]",59176.0,69134.0,59278.0,71753.0,"['Thornbury Railway Station (Thornbury)', -37.755052, 144.998572, 1.0716154553520265]","['40-Mansfield St/High St (Thornbury)', -37.756698, 145.001047, 0.8291118417257499]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 7.64788529999621]",True,False,61162,74300,"['Thornbury Railway Station (Thornbury)', -37.755052, 144.998572, 1.0716154553520265]",,,1367.7/195.5,1226.8/883.3,0.2046153846153846,0.3572051517840088,0.16582236834515,0.1071615455352026,0.2549295099998737,883.3,195.5
335,3/82 Shaftesbury Parade,Thornbury,VIC,3071,600.0,-37.759535,144.9940563,2,2,1,"{'Thornbury Primary School': 0.5, 'Croxton Special School': 0.8, 'Northcote High School': 1.7}","['Preston South Shopping Centre', -37.751407373871, 145.00238980791, 9]",town_house,206021112,Thornbury,21890,Darebin,8242.807251,3832.145996,"[['Thornbury Primary School', 0.5, None], ['Croxton Special School', 0.8, None], ['Northcote High School', 1.7, 137]]",59176.0,69134.0,59278.0,71753.0,"['Croxton Railway Station (Northcote)', -37.764101, 144.997056, 0.5721099867984515]","['32-Normanby Ave/St Georges Rd (Thornbury)', -37.758954, 144.993256, 0.09551655180173292]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 6.855835547778471]",True,False,61162,74300,"['Croxton Railway Station (Northcote)', -37.764101, 144.997056, 0.5721099867984515]",,,1578.9/122.3,1560.9/1123.8,0.2107692307692307,0.1907033289328171,0.0191033103603465,0.0572109986798451,0.2285278515926157,1123.8,122.3
